run_name,trait,model,r2_mean,r2_std,rmse_mean,rmse_std
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,plant_height,xgboost,0.6175043098617242,0.02839601408332426,8.800931586119535,0.344549375031302
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,puccinia_hordei,elasticnet,0.4499238619763922,0.04841822784802971,0.8784738640647849,0.04696975609137248
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,puccinia_hordei,ridge,0.4287213225809154,0.03767438485096664,0.8954904379618622,0.03752266464354484
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,puccinia_hordei,xgboost,0.4935375663805816,0.04876174725841569,0.842888672335043,0.04961788308870298
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,elasticnet,0.11845871376921244,0.04254055833798322,1.0503022996960716,0.044391363398435336
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,ridge,0.10864680774873418,0.06975204059846919,1.0561190462974608,0.06363187372606453
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,xgboost,0.05964412540383772,0.0926620304189358,1.0842786273839984,0.0709042420274441
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,elasticnet,0.027320971055474274,0.03535989123558489,0.8901193720225754,0.1428690960374893
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,ridge,0.03831313957983862,0.0232187311820208,0.8856066045807586,0.14480692220702565
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,xgboost,-0.019933990278693837,0.038875479755835746,0.9111442034899824,0.14408112268392362
