run_name,trait,model,r2_mean,r2_std,pearson_mean,pearson_std,rmse_mean,rmse_std,n_folds,r2_cv,pearson_cv,rmse_cv
40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,lodging,adaboost,0.7211327829068562,0.01646283013787531,0.8532799801186366,0.010247980458142937,0.8331746450104841,0.03139409259669124,5,0.022829124577465925,0.012010103010641477,0.03768008638368514
40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,lodging,adaboost,0.7207666646172928,0.011367212069105579,0.8543240033584649,0.0077209273202089555,0.8339988708515296,0.030236308176802246,5,0.015771001389390357,0.009037469730286086,0.03625461524417937
10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,lodging,svr_linear,0.7184183185351996,0.03321419614036225,0.8490921735595309,0.01995549900314608,0.8351968249307964,0.026765792701654058,5,0.04623239035452698,0.023502158687306488,0.03204728742098827
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,lodging,ridge,0.71649182048948,0.08770124218079488,0.851866475647666,0.049695746339533005,0.831695758040859,0.10390379586589651,5,0.12240368929945455,0.05833748335001656,0.12493005388250639
45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,lodging,elasticnet,0.7046051376280976,0.031292396662781205,0.8418293114412204,0.016758129587526364,0.8587255867163567,0.08144959605970084,5,0.04441125247556434,0.019906802198222672,0.09484938765031144
11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,lodging,svr_linear,0.6987925984839818,0.06184253520156998,0.8398841272073347,0.033301209254232966,0.8639672946852637,0.10370247818799298,5,0.08849912740308966,0.03964976617067582,0.12003055998291111
45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,lodging,ridge,0.6771557274323552,0.058985232198293776,0.8265602310396286,0.03349822554634946,0.8949606002066929,0.09637158800699701,5,0.08710733706994472,0.0405272650296956,0.10768249237423391
21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,lodging,decision_tree,0.6439328181564632,0.05294292353650285,0.8070744747138688,0.02830392778501853,0.9379352495342859,0.0333634851194592,5,0.08221808555755074,0.03506978435299058,0.03557120295460183
20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,lodging,decision_tree,0.643659060562911,0.054872269985837885,0.8070051463995942,0.031489650780121385,0.9383029739552577,0.04272727958761145,5,0.08525052057505324,0.039020384096198894,0.04553676240362089
40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,plant_height,random_forest,0.6271841053334964,0.019580634057772068,0.7972277034566889,0.013398523029067841,8.695332706257194,0.4038244455889936,5,0.031219914362084062,0.016806394171920223,0.04644151744744626
